student_id,age,gender,class_grade,school_type,attendance_percentage,math_score,science_score,english_score,social_science_score,previous_grade_percentage,study_hours_per_day,homework_completion,learning_difficulty,internet_access,digital_device,parent_education,parent_occupation,annual_family_income,family_size,distance_to_school_km,transportation,scholarship_received,mentoring_support,extracurricular_participation,health_issue,dropout_history_in_family,motivation_level,teacher_assessment,Target
146,18,Other,9,Government,52.2,62,30,72,89,65.3,1.4,40.8,No,Yes,Smartphone,Graduate,Labourer,340247,6,1.2,Bus,Yes,No,Yes,No,No,High,Medium,On Track
147,11,Female,10,Private,57.2,57,72,72,76,67.2,5.7,73.3,No,Yes,None,Secondary,Farmer,273657,5,4,Bus,Yes,Yes,No,Yes,No,Low,High,At Risk
148,18,Other,12,Private,71.8,67,54,71,95,67.6,1,98,Yes,Yes,Shared Phone,Primary,Farmer,262407,7,10.4,Walk,Yes,Yes,No,No,Yes,High,High,On Track
149,11,Male,6,NGO,48,62,39,59,63,54.8,3,58.3,No,Yes,Laptop,None,Farmer,320407,4,13.9,Walk,Yes,Yes,No,No,Yes,High,High,On Track
150,14,Other,12,NGO,66,33,90,50,98,64.9,4.6,85.8,No,Yes,Smartphone,Secondary,Service,45845,6,8.3,Walk,Yes,Yes,No,Yes,No,Low,Low,Dropout
151,13,Other,11,NGO,94.8,95,48,50,53,58.7,5.1,43.6,Yes,Yes,Laptop,None,Service,192385,4,5.5,Bus,No,Yes,Yes,Yes,No,Low,Low,At Risk
152,11,Male,8,NGO,62.5,87,72,69,49,69.9,2.5,52.1,No,Yes,None,Secondary,Self-employed,169066,5,7.1,Bicycle,No,Yes,No,No,Yes,Medium,Medium,On Track
153,12,Female,6,Private,91.3,47,98,55,63,68.1,3.9,80.9,Yes,Yes,Laptop,Primary,Labourer,59218,8,8.9,Bicycle,No,No,Yes,No,Yes,High,Low,On Track
154,16,Female,10,Government,72.6,60,51,95,47,62.7,1.5,96.4,Yes,No,Smartphone,None,Farmer,154724,7,3.3,Bicycle,Yes,No,No,No,No,Low,Medium,On Track
155,10,Other,5,Private,98.9,71,43,96,65,72.1,1.9,68.1,Yes,No,Laptop,Secondary,Self-employed,348112,8,13,Bicycle,No,Yes,No,Yes,Yes,Medium,Low,On Track
156,17,Other,7,Government,57.6,95,65,57,49,63.4,2.5,80.2,Yes,Yes,Laptop,Secondary,Service,99422,2,3.8,Walk,No,No,Yes,Yes,Yes,Medium,Low,At Risk
157,12,Male,5,NGO,54.1,53,96,81,32,69.3,4.5,87.5,Yes,Yes,Laptop,Graduate,Labourer,292532,6,10,Bicycle,Yes,Yes,Yes,No,No,Medium,High,On Track
158,11,Male,8,NGO,65.8,46,43,32,55,44.2,5.5,77.9,Yes,Yes,Shared Phone,Graduate,Farmer,60466,8,10.2,Bicycle,Yes,Yes,No,No,Yes,Medium,High,At Risk
159,18,Male,11,NGO,57.6,91,78,74,42,70.5,1.9,83.6,Yes,No,Laptop,Secondary,Farmer,139101,5,9.9,Bus,Yes,Yes,No,No,No,High,High,On Track
160,11,Other,7,Private,68.4,62,63,98,84,77.4,3.9,99.4,No,Yes,Laptop,Graduate,Service,133700,7,2.2,Bus,No,No,Yes,Yes,No,Medium,Medium,On Track
161,12,Male,6,NGO,56.8,81,73,100,36,69.1,5.8,30.4,Yes,Yes,Laptop,Graduate,Farmer,86211,7,5.9,Bicycle,No,Yes,No,Yes,Yes,Low,Medium,At Risk
162,17,Female,12,NGO,45.6,96,66,54,34,65.3,3.3,78.9,Yes,Yes,Smartphone,Primary,Service,40150,5,8.9,Bus,Yes,Yes,Yes,Yes,Yes,Medium,Medium,On Track
163,18,Female,9,Government,84.9,74,74,65,58,68.8,1.6,95.1,Yes,No,Shared Phone,Graduate,Self-employed,305414,6,12.2,Bus,Yes,Yes,No,No,No,High,Medium,On Track
164,17,Male,8,Private,86.7,88,88,33,91,71.2,0.9,74.4,Yes,Yes,Smartphone,Graduate,Self-employed,225124,2,8.4,Walk,No,Yes,No,No,No,Low,Medium,On Track
165,13,Female,9,NGO,55.1,54,93,55,60,67.9,5.3,44.5,Yes,Yes,Smartphone,Primary,Farmer,95935,8,12.9,Walk,Yes,Yes,No,No,No,High,High,On Track
166,17,Other,9,Private,72,95,65,80,58,77,1.2,66.8,No,No,None,Secondary,Self-employed,246421,7,0.3,Bus,No,Yes,Yes,No,Yes,Low,High,On Track
167,15,Female,10,Private,78.7,63,53,100,63,67.1,3.1,72.9,No,Yes,Laptop,Graduate,Labourer,150379,6,2.1,Bus,No,No,Yes,Yes,No,Medium,Medium,On Track
168,13,Male,11,Government,92.1,55,48,49,90,63.6,1.5,65,No,No,Smartphone,Secondary,Labourer,334722,8,4,Bus,No,Yes,Yes,No,No,Low,High,On Track
169,14,Other,10,Private,64.8,62,74,32,82,58.7,5.3,97.4,Yes,Yes,Smartphone,Secondary,Service,210440,7,14.4,Walk,No,No,No,No,No,Low,Medium,At Risk
170,11,Male,6,NGO,53.9,59,70,70,67,68.6,3.8,57.7,No,No,Laptop,Graduate,Self-employed,127722,7,10.6,Walk,Yes,Yes,Yes,Yes,No,Low,High,At Risk
171,11,Female,6,Private,48.5,90,100,36,33,67.5,3.4,99.7,Yes,No,Shared Phone,None,Labourer,244391,3,8,Walk,Yes,No,Yes,Yes,No,Low,High,At Risk
172,15,Female,12,Private,70.7,99,64,100,86,83.6,5.7,67.8,No,No,Smartphone,Secondary,Self-employed,292524,3,4.7,Walk,Yes,Yes,Yes,No,No,Medium,Medium,On Track
173,17,Other,5,NGO,82.8,92,91,68,31,73.2,4.9,71.8,Yes,No,Shared Phone,Graduate,Service,333891,8,5.8,Bicycle,No,No,Yes,No,Yes,Low,Low,At Risk
174,18,Other,9,Government,60.7,98,64,82,54,78,1.5,50.3,No,No,Smartphone,Graduate,Labourer,138455,2,4.4,Walk,Yes,No,No,Yes,Yes,Low,Low,At Risk
175,11,Female,7,Government,45.8,57,73,83,69,73.4,3.2,56,Yes,No,None,Primary,Labourer,69380,8,3.9,Bicycle,No,No,Yes,Yes,Yes,Low,High,At Risk
176,16,Female,12,Government,58.6,34,55,88,42,55,5.9,63.1,No,No,Shared Phone,None,Self-employed,328138,2,13,Walk,No,Yes,Yes,Yes,No,Medium,High,On Track
177,15,Other,5,Private,54.2,65,45,80,61,57.8,0.7,84.8,No,Yes,Smartphone,None,Farmer,170402,2,5.5,Walk,No,Yes,Yes,Yes,No,Low,High,At Risk
178,13,Other,10,Private,99,74,86,54,32,63.4,2.5,39.4,Yes,No,Laptop,Secondary,Self-employed,324548,7,7.1,Bus,Yes,No,Yes,Yes,Yes,High,Low,On Track
179,17,Female,9,NGO,90.1,99,76,88,30,76,3.3,81.4,Yes,No,Shared Phone,Secondary,Labourer,73209,6,4.4,Bicycle,Yes,No,No,Yes,Yes,High,High,On Track
180,18,Other,6,Private,47.4,46,52,34,55,42.8,1.6,32.2,No,No,Smartphone,None,Farmer,232075,5,12.1,Walk,Yes,Yes,No,No,No,Low,Low,Dropout
181,10,Other,9,NGO,74.1,39,68,39,57,55.4,1,80.8,No,Yes,Shared Phone,Primary,Self-employed,338858,7,7,Bus,No,Yes,No,Yes,Yes,High,Low,On Track
182,12,Female,11,Private,72.8,50,98,86,75,81.3,3.5,99.8,No,No,Laptop,Secondary,Service,166207,5,14.4,Walk,No,Yes,Yes,No,Yes,High,High,On Track
183,18,Female,7,NGO,99.6,68,30,68,58,53.1,2.2,84,No,Yes,None,None,Labourer,281366,3,4,Bicycle,Yes,No,Yes,No,Yes,Low,Medium,On Track
184,11,Other,10,Government,88.6,52,92,42,68,58.9,4.9,56.7,Yes,No,Smartphone,Graduate,Service,258377,2,4.7,Walk,Yes,Yes,No,Yes,No,High,High,On Track
185,18,Female,8,NGO,53.4,80,87,94,41,72.7,2.1,57.6,Yes,No,None,Graduate,Service,339599,8,10.5,Walk,No,Yes,No,Yes,No,Medium,Low,At Risk
186,16,Other,8,NGO,75.9,97,61,61,39,62.2,2.9,77.9,Yes,Yes,Laptop,Graduate,Farmer,231505,8,4.7,Bicycle,Yes,No,No,Yes,No,Medium,Medium,On Track
187,10,Female,8,Government,56,77,49,40,44,54.9,1.8,73.5,Yes,No,None,Secondary,Labourer,98341,3,8.3,Bicycle,No,No,No,Yes,Yes,Medium,Low,At Risk
188,16,Other,5,NGO,59.1,37,66,55,64,51,4.1,30.6,No,No,Smartphone,None,Farmer,50002,4,7.4,Bus,No,No,Yes,Yes,Yes,Low,Medium,At Risk
189,18,Female,12,Private,75.8,32,35,61,97,54.3,3.2,82.1,Yes,No,Smartphone,Secondary,Farmer,198506,6,14.2,Walk,No,Yes,Yes,No,No,Low,High,On Track
190,12,Other,6,NGO,85.1,96,59,83,60,75.2,2.8,51.9,No,No,Shared Phone,Primary,Labourer,112654,5,14.9,Walk,Yes,Yes,Yes,No,Yes,Medium,High,On Track
191,18,Female,6,NGO,55.1,48,33,70,82,62.9,2.2,82.2,No,Yes,Shared Phone,None,Labourer,108967,6,3.6,Bus,Yes,Yes,Yes,No,Yes,High,High,On Track
192,17,Male,7,Private,72.6,90,77,53,79,74.7,1.3,43.5,Yes,No,None,Secondary,Service,256554,7,5,Bicycle,Yes,Yes,Yes,No,No,Low,Low,At Risk
193,10,Female,11,Private,84.6,80,98,97,34,77.5,3,87.9,Yes,Yes,Laptop,None,Self-employed,332395,8,12.4,Bicycle,Yes,No,Yes,No,No,Low,Medium,On Track
194,10,Other,7,Government,70.5,87,41,94,44,63.3,3.7,92.6,Yes,No,Laptop,Secondary,Service,276394,2,3.9,Bus,Yes,Yes,Yes,Yes,Yes,Medium,High,On Track
195,11,Female,12,Private,79.9,40,97,79,95,78.9,1.4,68.5,Yes,Yes,Smartphone,Primary,Self-employed,124999,7,11.6,Bicycle,Yes,Yes,No,Yes,Yes,High,Low,On Track
196,12,Other,8,Government,45.2,62,31,88,93,72.1,3.5,30.4,No,Yes,Shared Phone,Graduate,Labourer,277889,6,4.3,Bus,No,No,Yes,Yes,Yes,Low,High,At Risk
197,12,Female,5,Private,80.9,34,48,34,68,44.3,1,37.6,Yes,Yes,Smartphone,Primary,Service,278728,8,1.2,Bicycle,Yes,No,Yes,No,No,Low,Medium,At Risk
198,12,Other,6,Private,83.2,65,72,97,82,79.2,4.3,72.8,Yes,Yes,Laptop,Secondary,Labourer,263899,6,8.5,Bus,No,No,No,No,Yes,High,High,On Track
199,13,Other,9,Private,98.9,30,45,33,89,50.5,1.1,89.4,No,No,None,Secondary,Self-employed,223317,8,1.2,Bicycle,Yes,Yes,No,Yes,Yes,High,Low,On Track
200,15,Other,10,Government,66.8,33,52,54,72,56.1,5.6,63.5,No,Yes,Shared Phone,Graduate,Self-employed,121467,6,10.9,Bicycle,No,No,Yes,Yes,No,Medium,Medium,On Track
201,15,Female,6,Government,98.3,65,33,73,78,63.5,5.1,70,No,Yes,None,Secondary,Self-employed,204888,5,12.5,Bicycle,No,Yes,Yes,No,Yes,Medium,Low,On Track
202,11,Male,10,Government,88.2,55,41,86,94,64.2,3.2,65,Yes,No,Laptop,Secondary,Farmer,211619,5,5.9,Bus,Yes,Yes,Yes,Yes,No,High,High,On Track
203,10,Male,6,Private,63.3,35,43,96,69,56,4.7,74.7,Yes,No,Shared Phone,Primary,Labourer,190243,3,4.2,Walk,No,No,Yes,Yes,No,Medium,High,On Track
204,18,Female,10,Private,59.9,66,61,51,39,52.4,5.4,67.8,Yes,Yes,None,Graduate,Labourer,66453,7,9,Bus,No,Yes,No,No,No,Low,Low,Dropout
205,15,Female,8,Private,84.2,98,40,89,46,64.2,4.9,78.9,Yes,No,Smartphone,Graduate,Service,286701,3,10.6,Bus,Yes,Yes,No,No,No,Low,High,On Track
206,17,Female,5,NGO,48.6,44,74,91,89,78,2.1,54.4,Yes,Yes,Laptop,None,Service,210849,3,9.4,Bus,No,Yes,Yes,No,No,High,Medium,On Track
207,11,Female,10,Government,56.5,85,85,73,99,87.4,1.5,76.9,No,Yes,Laptop,Secondary,Farmer,331025,7,12.2,Bicycle,No,Yes,No,No,Yes,Low,Medium,At Risk
208,11,Male,8,NGO,89.9,30,48,49,87,53.8,2.6,70.5,Yes,Yes,Smartphone,Secondary,Farmer,338989,6,14.8,Bicycle,No,No,Yes,No,Yes,High,Medium,On Track
209,15,Male,5,NGO,45,75,44,66,33,51.9,4.4,57.6,No,No,Laptop,Graduate,Service,268164,8,13.9,Bicycle,Yes,Yes,Yes,No,Yes,Medium,Low,At Risk
210,12,Male,5,Government,48.9,32,48,92,85,69,1.2,39.6,No,No,Laptop,Primary,Service,278233,6,0.3,Bicycle,No,No,Yes,No,No,Medium,Medium,On Track
211,18,Other,10,NGO,46.8,34,91,77,44,62.3,5.8,35.6,No,No,None,None,Self-employed,168571,6,1,Bicycle,Yes,No,Yes,No,No,High,High,On Track
212,18,Other,12,NGO,76.6,72,83,75,67,72.1,0.7,94.6,No,No,None,Graduate,Farmer,343112,4,7.4,Walk,Yes,Yes,Yes,No,No,High,Medium,On Track
213,12,Male,9,NGO,60.1,62,31,44,52,51.4,4.6,76.1,No,Yes,Smartphone,Primary,Labourer,294236,8,7.5,Bicycle,Yes,Yes,No,Yes,No,Medium,Low,At Risk
214,12,Male,8,Private,76.8,74,36,63,44,49.8,3.1,63.3,No,Yes,Laptop,Graduate,Service,288821,5,10.2,Bus,Yes,No,Yes,Yes,No,High,Medium,On Track
215,16,Female,9,Government,63.4,64,42,62,80,61.6,4.2,46.9,Yes,No,Shared Phone,Secondary,Farmer,327106,7,6.8,Walk,Yes,Yes,No,No,Yes,Low,Low,At Risk
216,10,Female,5,Private,79.1,37,57,45,45,41.9,3.8,56.3,Yes,Yes,Shared Phone,Secondary,Self-employed,194438,4,2.6,Walk,Yes,No,No,Yes,No,High,Medium,On Track
217,16,Male,10,Private,99.8,63,63,52,86,61.7,5.9,44,No,Yes,Laptop,None,Self-employed,115430,2,0.7,Walk,Yes,No,No,No,Yes,High,High,On Track
218,17,Other,7,Private,80.9,30,34,79,64,48.3,2.3,57.4,Yes,No,Laptop,Graduate,Farmer,251766,6,8.1,Bicycle,Yes,Yes,No,No,No,Low,Medium,At Risk
219,10,Female,6,NGO,65.1,73,40,88,67,68.5,1.5,32.8,No,Yes,Smartphone,Graduate,Labourer,95977,3,0.7,Walk,No,No,Yes,No,No,Low,High,At Risk
220,11,Male,9,Private,72.5,87,32,34,73,52.1,4.8,33,Yes,Yes,Laptop,Primary,Farmer,343744,5,13.6,Bus,Yes,Yes,Yes,Yes,Yes,Low,High,On Track
221,10,Female,7,Private,79.8,69,42,88,51,65.9,0.9,87.2,Yes,No,Shared Phone,None,Farmer,146242,7,8.7,Walk,No,No,No,Yes,Yes,High,High,On Track
222,12,Male,10,Government,48.5,65,48,83,51,63.7,3.5,60.7,Yes,Yes,None,Graduate,Farmer,122708,7,9.8,Bicycle,No,Yes,No,No,Yes,Low,Low,At Risk
223,13,Male,7,Government,80.2,96,87,82,60,85.6,3.9,32.6,Yes,No,None,Secondary,Farmer,222375,6,5.6,Bus,Yes,No,Yes,No,Yes,High,Low,On Track
224,14,Other,5,Government,55.7,49,90,93,52,67.6,5.6,33.8,No,No,Shared Phone,Graduate,Labourer,171796,3,11.8,Bicycle,No,No,Yes,Yes,Yes,Low,Low,At Risk
225,17,Male,10,NGO,68,71,59,44,71,58.5,1.8,58.9,Yes,No,Shared Phone,None,Service,286934,3,5.9,Walk,Yes,No,No,Yes,No,Medium,Low,At Risk
226,14,Female,8,Government,63.5,34,37,65,47,41.9,3.1,59.3,No,Yes,Smartphone,Primary,Service,129095,8,7,Walk,Yes,Yes,No,Yes,Yes,Medium,High,At Risk
227,15,Other,11,Government,76.9,49,30,83,35,44.7,3.1,83.8,Yes,No,Laptop,Graduate,Service,91379,3,2.2,Bicycle,No,No,Yes,Yes,Yes,Low,Low,At Risk
228,17,Female,9,NGO,53.9,88,33,88,89,77.2,5.3,58.4,No,No,None,None,Labourer,241787,8,10.3,Bus,Yes,No,No,Yes,No,Medium,Medium,On Track
229,10,Other,6,Government,66.1,89,35,76,76,65.8,3.6,34.7,Yes,Yes,Smartphone,Primary,Labourer,322923,4,5.4,Bicycle,No,Yes,No,No,Yes,High,High,On Track
230,11,Male,10,Private,64,92,94,97,45,81.7,3.4,87.8,No,No,Smartphone,None,Farmer,138751,2,2.6,Walk,Yes,No,Yes,No,Yes,Low,Medium,At Risk
231,13,Other,5,NGO,61.1,99,46,90,74,76.5,4.6,31.5,Yes,Yes,None,Primary,Self-employed,312430,5,9,Bus,No,No,No,No,No,High,Medium,On Track
232,12,Other,9,NGO,54.4,63,59,91,77,77.2,4.7,33.3,No,No,Laptop,Primary,Labourer,124300,3,3.7,Walk,Yes,No,No,Yes,No,Low,High,At Risk
233,14,Male,10,NGO,55.1,34,70,74,48,55.2,3.5,41.4,No,Yes,None,Graduate,Self-employed,301838,7,10.6,Bicycle,No,Yes,No,Yes,No,Medium,Low,At Risk
234,15,Male,6,Government,85.2,35,47,100,44,54.6,2.7,88.9,No,No,None,Secondary,Service,68853,7,10.1,Walk,Yes,Yes,No,Yes,No,Medium,Low,On Track
235,15,Male,5,NGO,95,76,80,48,84,70.7,2.6,49.9,No,No,Laptop,None,Service,153086,7,13.5,Walk,No,No,Yes,Yes,Yes,Medium,Medium,On Track
236,14,Female,12,Government,99.4,97,72,38,78,67.1,2.8,94,No,Yes,Laptop,Primary,Self-employed,144468,8,8.9,Bicycle,No,Yes,No,Yes,Yes,Medium,High,On Track
237,10,Female,7,NGO,59.4,90,45,66,83,67.8,5.5,75.1,Yes,Yes,Smartphone,Graduate,Service,74983,7,12.3,Bicycle,No,No,Yes,No,Yes,High,Medium,On Track
238,10,Male,7,NGO,62.6,47,75,50,36,49.7,2.8,93.8,No,Yes,Smartphone,Secondary,Labourer,317669,6,5,Bicycle,Yes,Yes,No,No,No,High,Low,At Risk
239,11,Other,10,NGO,90.3,31,47,96,66,58.7,3.2,53.8,Yes,Yes,Shared Phone,Primary,Farmer,303917,5,7,Walk,Yes,Yes,Yes,Yes,Yes,High,High,On Track
240,17,Male,10,Government,62.1,76,47,86,96,78.9,2.4,79.7,Yes,Yes,Shared Phone,Primary,Service,114637,7,11.5,Walk,No,Yes,Yes,Yes,No,Low,Low,At Risk
241,16,Male,5,Government,55.8,34,95,37,90,60.2,1.9,34.6,Yes,Yes,None,Primary,Labourer,348073,8,11.2,Bicycle,Yes,Yes,No,No,Yes,High,Medium,On Track
242,18,Male,8,Private,72.8,38,42,31,97,49.2,1.6,49.7,Yes,Yes,Shared Phone,Graduate,Service,232132,5,3.4,Walk,No,Yes,No,Yes,No,High,Low,At Risk
243,11,Female,12,Private,51.1,47,93,76,66,71.1,0.7,53,Yes,No,Smartphone,Graduate,Labourer,203581,8,1.2,Bicycle,Yes,No,No,Yes,Yes,High,Medium,On Track
244,17,Female,6,NGO,66.8,96,40,45,48,56.2,4.3,98.4,Yes,Yes,Smartphone,Primary,Service,217540,4,11.5,Bus,No,Yes,No,No,No,Low,Low,At Risk
245,17,Other,11,NGO,99.3,95,65,48,88,70.1,1.9,64.8,Yes,Yes,None,None,Self-employed,75771,3,4.7,Bus,Yes,No,Yes,Yes,No,Low,Medium,On Track
246,17,Female,8,Government,61.1,93,92,94,63,85.9,5,67.8,Yes,Yes,Laptop,None,Farmer,241132,3,8.4,Bicycle,No,No,Yes,No,No,Medium,Medium,On Track
247,12,Male,9,Government,84.4,92,44,92,100,83.9,3.6,63.3,Yes,Yes,Laptop,Secondary,Farmer,299360,3,12.6,Bicycle,No,No,Yes,No,No,Medium,Medium,On Track
248,11,Male,11,Private,64,75,82,74,37,68.6,1.9,75.4,Yes,Yes,Smartphone,None,Service,216996,6,7.8,Bicycle,Yes,Yes,No,Yes,No,High,Medium,On Track
249,10,Other,10,Government,65.8,79,71,42,92,67,4.2,53.5,No,Yes,Smartphone,Secondary,Self-employed,268584,4,0.9,Bus,No,Yes,No,Yes,Yes,High,Low,At Risk
250,11,Female,10,NGO,60,97,90,84,56,80.2,0.9,87.7,No,No,Smartphone,Primary,Labourer,257219,2,9.5,Bus,No,No,Yes,No,Yes,High,High,On Track
251,17,Other,9,Government,96.5,98,85,37,96,76,3,46.8,No,No,Laptop,Secondary,Self-employed,73778,7,9.1,Bicycle,No,Yes,Yes,Yes,Yes,Medium,Medium,On Track
252,13,Male,5,Government,58.5,69,89,92,85,83,5.5,44.1,No,Yes,None,Secondary,Farmer,185632,4,9.1,Walk,Yes,Yes,No,No,Yes,High,Medium,On Track
253,16,Male,7,Government,58,94,45,96,97,80.5,5.4,46.7,Yes,No,Smartphone,Graduate,Self-employed,163699,5,6.2,Bus,Yes,No,Yes,No,No,Low,Low,At Risk
254,11,Female,10,NGO,75,90,61,65,48,64.6,4.4,87.5,Yes,Yes,None,Primary,Farmer,172635,6,13,Bicycle,No,No,No,Yes,No,High,High,On Track
255,14,Female,9,Government,50,60,68,56,50,62.7,4,91.6,No,Yes,Smartphone,None,Labourer,297788,7,4.1,Walk,No,No,No,No,No,Medium,High,On Track
256,17,Female,5,NGO,86.9,53,86,47,30,53,4,52,Yes,Yes,Shared Phone,Primary,Labourer,310724,4,2.8,Bus,No,Yes,No,No,Yes,Medium,Medium,On Track
257,11,Female,11,NGO,65.2,80,78,58,32,66.5,5.6,75.3,Yes,Yes,Laptop,Primary,Self-employed,177249,3,1.5,Bicycle,Yes,Yes,Yes,Yes,Yes,Medium,High,On Track
258,18,Female,11,NGO,87.5,88,93,45,58,73.1,1.5,90.3,No,No,Laptop,Graduate,Labourer,108261,5,2.9,Walk,Yes,No,Yes,No,No,High,Low,On Track
259,13,Male,12,Private,94.9,77,88,40,31,58.7,5.3,98.2,No,Yes,Laptop,Graduate,Labourer,174336,5,13.6,Bus,Yes,Yes,Yes,Yes,No,High,Low,On Track
260,18,Female,11,Government,61.6,80,77,46,35,60.3,1.9,65.3,No,No,Shared Phone,None,Labourer,206365,5,13.1,Bicycle,Yes,No,No,No,No,Medium,Low,At Risk
261,14,Female,9,Government,73.4,85,51,70,92,77.1,1.3,89.7,No,Yes,Shared Phone,Primary,Service,68608,5,1.9,Bicycle,Yes,Yes,Yes,No,No,Low,Medium,At Risk
262,18,Female,12,NGO,70.2,44,48,45,74,48.7,5.3,42.6,Yes,No,Shared Phone,None,Farmer,315783,4,0.6,Bus,No,Yes,Yes,No,No,Low,Low,At Risk
263,11,Female,10,Private,53.5,40,88,91,88,78,2,76.1,No,Yes,Laptop,Secondary,Farmer,338402,7,1.2,Bus,Yes,Yes,No,Yes,No,Low,High,At Risk
264,14,Male,7,Private,58.2,81,41,32,56,49.1,4.8,49.9,Yes,Yes,Smartphone,Graduate,Labourer,266680,5,6.8,Bicycle,Yes,No,No,No,No,Medium,High,At Risk
265,11,Female,11,Government,89.6,53,85,84,41,61.2,2.4,62.4,Yes,Yes,Laptop,None,Labourer,192412,7,13.6,Walk,No,No,No,No,Yes,Low,Medium,On Track
266,18,Female,6,Government,95.5,95,43,95,84,78.4,3.1,80.4,No,No,Smartphone,None,Labourer,303949,8,6,Walk,Yes,Yes,No,No,No,High,High,On Track
267,17,Female,12,Private,79.3,63,73,53,57,58.4,4.6,72.3,Yes,No,None,None,Service,247059,8,9.9,Bus,Yes,Yes,No,No,No,Low,High,On Track
268,16,Female,9,Government,49.8,47,31,54,44,47.2,4.3,43.2,Yes,Yes,Laptop,Primary,Service,166762,5,0.5,Walk,Yes,No,Yes,No,No,Low,Medium,At Risk
269,17,Other,5,NGO,92.3,61,55,67,80,61.3,0.5,74.1,No,No,Laptop,Secondary,Service,59407,3,10.8,Bus,No,No,Yes,No,No,Medium,High,On Track
270,18,Other,6,Government,59.7,83,90,44,93,78.7,4.1,61.4,No,Yes,Shared Phone,Secondary,Self-employed,140768,6,12.8,Bus,No,No,No,Yes,No,Medium,Low,At Risk
271,16,Male,11,Government,90.8,76,90,50,56,65.8,4.6,76.7,Yes,Yes,Shared Phone,Primary,Farmer,298047,2,5.5,Bicycle,No,Yes,No,Yes,Yes,Medium,Medium,On Track
272,18,Male,5,Government,89.4,73,85,44,59,61.5,1.7,48,No,No,None,Secondary,Farmer,119261,8,8.5,Bus,Yes,Yes,Yes,Yes,Yes,Medium,Medium,On Track
273,13,Female,10,Private,53.6,67,86,94,93,87.3,1,75.3,No,Yes,None,Primary,Labourer,270219,2,4.1,Bus,Yes,No,No,No,Yes,Low,Medium,At Risk
274,12,Female,11,Government,88.3,47,84,82,82,77.7,5.7,66.1,No,Yes,Laptop,Primary,Service,45215,2,6,Walk,Yes,Yes,Yes,Yes,No,Medium,Medium,On Track
275,16,Male,11,Private,93.7,100,68,70,74,73.1,2,66.9,Yes,No,Laptop,Primary,Farmer,325435,2,8.2,Bicycle,No,No,Yes,No,Yes,High,Medium,On Track
276,11,Male,9,Private,73.7,50,32,33,99,54.4,1.8,84.2,No,Yes,None,Secondary,Self-employed,176187,6,11.1,Bicycle,Yes,No,No,Yes,Yes,Low,High,On Track
277,15,Female,9,Government,60.6,47,78,96,61,66.6,3.3,43.5,No,No,None,Primary,Service,263185,3,6.8,Bicycle,Yes,No,No,No,No,Low,Low,At Risk
278,17,Female,11,Government,99.8,92,83,50,48,68.3,3.2,62,Yes,Yes,Laptop,Graduate,Farmer,57095,4,8.7,Walk,No,Yes,Yes,Yes,No,Low,High,On Track
279,14,Male,10,Government,61.7,92,33,48,48,58.1,2.8,95.6,No,No,Shared Phone,Primary,Service,296268,5,8.7,Bus,Yes,Yes,No,No,No,High,Medium,On Track
280,17,Other,7,Government,86.9,94,88,87,87,85.5,4.5,36.3,No,No,Shared Phone,Graduate,Labourer,217732,7,0.6,Bus,No,Yes,No,Yes,Yes,High,Medium,On Track
281,13,Female,5,Private,97.7,96,54,90,94,87.5,1.2,95.5,Yes,Yes,Smartphone,Primary,Farmer,168600,5,13,Walk,Yes,No,No,No,Yes,High,High,On Track
282,16,Male,5,NGO,92.3,70,78,62,41,58.9,1,41.8,Yes,Yes,Smartphone,None,Self-employed,120859,3,0.6,Walk,No,No,No,No,Yes,High,Low,On Track
283,15,Female,7,Government,67.7,71,63,78,45,59.8,1.8,71.8,Yes,No,Laptop,None,Service,181184,2,6.2,Walk,No,Yes,Yes,No,Yes,Medium,High,On Track
284,13,Other,7,Government,61.8,82,87,40,94,72.8,5.8,56.1,Yes,Yes,Laptop,Graduate,Farmer,61911,2,14,Bicycle,No,Yes,No,No,No,High,Medium,On Track
285,15,Other,8,Private,77.2,95,66,35,50,63.9,3.6,51,No,Yes,Shared Phone,Secondary,Service,266472,4,3.8,Bicycle,No,Yes,No,Yes,No,High,Medium,On Track
286,15,Female,5,Private,95.3,47,30,90,30,53.3,4.2,58.9,No,No,None,None,Self-employed,322407,5,2.8,Bus,No,Yes,Yes,Yes,No,High,Low,On Track
287,15,Other,8,Government,69.5,58,32,65,75,54.4,5,73.8,Yes,Yes,Laptop,Secondary,Farmer,59291,3,14.8,Bus,No,No,No,Yes,No,High,High,On Track
288,18,Other,12,NGO,54.4,54,52,38,46,50,1.2,95.3,Yes,No,Shared Phone,None,Farmer,319414,8,14.1,Bicycle,No,No,No,No,Yes,Low,Medium,At Risk
289,18,Male,12,Government,72.3,96,35,58,36,54,2.8,61.4,Yes,No,Shared Phone,Secondary,Labourer,82891,3,5.1,Walk,Yes,Yes,Yes,Yes,No,High,Medium,On Track
290,16,Male,5,Private,77.6,72,62,61,43,59.2,5.8,88.3,No,Yes,None,Graduate,Self-employed,90159,8,10.5,Walk,Yes,No,Yes,No,Yes,Low,Low,At Risk
291,14,Male,11,Private,48.6,37,36,67,78,53.5,3.9,58.8,Yes,No,Laptop,Graduate,Self-employed,264450,6,3,Walk,No,Yes,Yes,Yes,Yes,High,High,On Track
